Languages,Dialect Name,Dialects,Districts,State
CHHATTISGARHI,CHHATTISGARHI,KEDRI,MUNGELI,CHHATTISGARH
CHHATTISGARHI,CHHATTISGARHI,KEDRI,RAIPUR,CHHATTISGARH
CHHATTISGARHI,CHHATTISGARHI,KEDRI,RAJNANDGAON,CHHATTISGARH
CHHATTISGARHI,CHHATTISGARHI,RAKSHAHUN,BASTAR,CHHATTISGARH
CHHATTISGARHI,CHHATTISGARHI,UTTI (LARIA),GARIYABAND,CHHATTISGARH
CHHATTISGARHI,CHHATTISGARHI,UTTI (LARIA),MAHASAMUND,CHHATTISGARH
CHHATTISGARHI,CHHATTISGARHI,UTTI (LARIA),RAIGARH,CHHATTISGARH
CHHATTISGARHI,CHHATTISGARHI,UTTI (LARIA),RAIPUR,CHHATTISGARH
DECCANI URDU,DECCANI URDU,HYDERABADI URDU,HYDERABAD,TELANGANA
DECCANI URDU,DECCANI URDU,MADRASI URDU,CHENNAI,TAMIL NADU
DECCANI URDU,DECCANI URDU,MYSORE URDU,MYSURU,KARNATAKA
DHANNI,DHANNI,DHANNI,KHYBER AGENCY,FEDERALLY ADMINISTERED TRIBAL AREAS
DHANNI,DHANNI,DHANNI,ORAKZAI AGENCY,FEDERALLY ADMINISTERED TRIBAL AREAS
RAJASTHANI,DHUNDARI,DHUNDARI,DAUSA,RAJASTHAN
RAJASTHANI,DHUNDARI,DHUNDARI,JAIPUR,RAJASTHAN
RAJASTHANI,DHUNDARI,DHUNDARI,SAWAI MADHOPUR,RAJASTHAN
RAJASTHANI,DHUNDARI,DHUNDARI,TONK,RAJASTHAN
DHUNDHARI,DHUNDHARI,DHUNDHARI,NAGAUR,RAJASTHAN
DODA SIRAJI,DODA SIRAJI,DODA SIRAJI,JAMMU,JAMMU AND KASHMIR
DOGRI,DOGRI,DOGRI,BHIMBER,AZAD JAMMU & KASHMIR
DOGRI,DOGRI,DOGRI,GUJRAT,PUNJAB
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,ANANTAPUR,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,CHITTOOR,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,EAST GODAVARI,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,GUNTUR,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KADAPA,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KRISHNA,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KURNOOL,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,PRAKASAM,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,SPSR NELLORE,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,SRIKAKULAM,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,VISAKHAPATANAM,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,VIZIANAGARAM,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,WEST GODAVARI,ANDHRA PRADESH
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,BAGALKOTE,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,BALLARI,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,BANGALORE RURAL,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,BELAGAVI,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,BENGALURU URBAN,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,BIDAR,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,CHAMARAJANAGARA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,CHIKKABALLAPURA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,CHIKKAMAGALURU,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,CHITRADURGA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,DAKSHINA KANNADA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,DAVANGERE,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,DHARWAD,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,GADAG,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,HASSAN,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,HAVERI,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KALABURAGI,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KODAGU,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KOLAR,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KOPPAL,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MANDYA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MYSURU,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,RAICHUR,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,RAMANAGARA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,SHIVAMOGGA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,TUMAKURU,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,UDUPI,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,UTTARA KANNADA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,VIJAYAPURA,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,YADAGIRI,KARNATAKA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,ALAPPUZHA,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,ERNAKULAM,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,IDUKKI,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KANNUR,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KASARAGOD,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KOLLAM,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KOTTAYAM,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KOZHIKODE,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MALAPPURAM,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,PALAKKAD,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,PATHANAMTHITTA,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,THIRUVANANTHAPURAM,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,THRISSUR,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,WAYANAD,KERALA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,RAYAGADA,ODISHA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,ARIYALUR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,CHENNAI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,COIMBATORE,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,CUDDALORE,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,DHARMAPURI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,DINDIGUL,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,ERODE,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KALLAKURICHI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KANCHIPURAM,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KANNIYAKUMARI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KARUR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KRISHNAGIRI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MADURAI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,NAGAPATTINAM,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,NAMAKKAL,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,PERAMBALUR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,PUDUKKOTTAI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,RAMANATHAPURAM,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,RANIPET,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,SALEM,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,SIVAGANGA,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,TENKASI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,THANJAVUR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,THE NILGIRIS,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,THENI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,THIRUVALLUR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,THIRUVARUR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,TIRUCHIRAPPALLI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,TIRUNELVELI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,TIRUPATHUR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,TIRUPPUR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,TIRUVANNAMALAI,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,TUTICORIN,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,VELLORE,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,VILLUPURAM,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,VIRUDHUNAGAR,TAMIL NADU
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,ADILABAD,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,BHADRADRI,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,HANUMAKONDA,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,HYDERABAD,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,JAGITIAL,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,JANGOAN,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,JAYASHANKAR,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,JOGULAMBA,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KAMAREDDY,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KARIMNAGAR,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KHAMMAM,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,KOMARAM BHEEM ASIFABAD,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MAHABUBABAD,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MAHBUBNAGAR,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MANCHERIAL,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MEDAK,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MEDCHAL MALKAJGIRI,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,MULUGU,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,NAGARKURNOOL,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,NALGONDA,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,NARAYANAPET,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,NIRMAL,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,NIZAMABAD,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,PEDDAPALLI,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,RAJANNA,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,RANGAREDDI,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,SANGAREDDY,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,SIDDIPET,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,SURYAPET,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,VIKARABAD,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,WANAPARTHY,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,WARANGAL,TELANGANA
DRAVIDIAN,DRAVIDIAN,DRAVIDIAN,YADADRI,TELANGANA
EASTERN PUNJABI,EASTERN PUNJABI,DOABI,HOSHIARPUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,DOABI,JALANDHAR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,DOABI,KAPURTHALA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,DOABI,SHAHID BHAGAT SINGH NAGAR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,FATEHABAD,HARYANA
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,KAITHAL,HARYANA
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,KAITHAL,HARYANA
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,SIRSA,HARYANA
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,BARNALA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,BATHINDA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,FARIDKOT,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,FAZILKA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,FIROZEPUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,FIROZEPUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,FIROZEPUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,LUDHIANA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,MANSA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,MOGA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,PATIALA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,SANGRUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,SRI MUKTSAR SAHIB,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,HANUMANGARH,RAJASTHAN
EASTERN PUNJABI,EASTERN PUNJABI,MALWAI,SRIGANGANAGAR,RAJASTHAN
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,AMBALA,HARYANA
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,KURUKSHETRA,HARYANA
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,PANCHKULA,HARYANA
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,FATEHGARH SAHIB,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,LUDHIANA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,PATIALA,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,RUPNAGAR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,S NAGAR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,SANGRUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,PUADHI,SANGRUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,STANDARD PUNJABI (MAJHI),AMRITSAR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,STANDARD PUNJABI (MAJHI),GURDASPUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,STANDARD PUNJABI (MAJHI),HOSHIARPUR,PUNJAB
EASTERN PUNJABI,EASTERN PUNJABI,STANDARD PUNJABI (MAJHI),TARN TARAN,PUNJAB
GARHWALI,GARHWALI,BANGANI,DEHRADUN,UTTARAKHAND
GARHWALI,GARHWALI,BANGANI,PITHORAGARH,UTTARAKHAND
GARHWALI,GARHWALI,BANGANI,UTTARKASHI,UTTARAKHAND
GARHWALI,GARHWALI,DASAULYA,CHAMOLI,UTTARAKHAND
GARHWALI,GARHWALI,GANGADI,UTTAR KASHI,UTTARAKHAND
GARHWALI,GARHWALI,GANGPARIYA,TEHRI GARHWAL,UTTARAKHAND
GARHWALI,GARHWALI,JAUNPURI,DEHRADUN,UTTARAKHAND
GARHWALI,GARHWALI,JAUNPURI,TEHRI GARHWAL,UTTARAKHAND
GARHWALI,GARHWALI,LOBHYA,ALMORA,UTTARAKHAND
GARHWALI,GARHWALI,LOBHYA,TEHRI GARHWAL,UTTARAKHAND
GARHWALI,GARHWALI,MAJH KUMAIYA,PAURI GARHWAL,UTTARAKHAND
GARHWALI,GARHWALI,NAGPURIYA,RUDRA PRAYAG,UTTARAKHAND
GARHWALI,GARHWALI,PARVATI,UTTARKASHI,UTTARAKHAND
GARHWALI,GARHWALI,RATHWALI,BIJNOR,UTTAR PRADESH
GARHWALI,GARHWALI,RATHWALI,PAURI GARHWAL,UTTARAKHAND
GARHWALI,GARHWALI,RAWANLTI,UTTARKASHI,UTTARAKHAND
GARHWALI,GARHWALI,SALANI,SAHARANPUR,UTTAR PRADESH
GARHWALI,GARHWALI,SALANI,ALMORA,UTTARAKHAND
GARHWALI,GARHWALI,SALANI,DEHRADUN,UTTARAKHAND
GARHWALI,GARHWALI,SALANI,PAURI GARHWAL,UTTARAKHAND
GARHWALI,GARHWALI,SRINAGARIA,PAURI GARHWAL,JAMMU AND KASHMIR
GARHWALI,GARHWALI,TEHRIYALI,TEHRI GARHWAL,UTTARAKHAND
GAWARBATI,GAWARBATI,GAWARBATI,BAJAUR AGENCY,FEDERALLY ADMINISTERED TRIBAL AREAS
GAWARBATI,GAWARBATI,GAWARBATI,LOWER DIR,KHYBER PAKHTUNKHWA
GAWARBATI,GAWARBATI,GAWARBATI,MALAKAND,KHYBER PAKHTUNKHWA
MARWARI,GODWARI,GODWARI,JALORE,RAJASTHAN
MARWARI,GODWARI,GODWARI,PALI,RAJASTHAN
MARWARI,GODWARI,GODWARI,SIROHI,RAJASTHAN
GONDI,GONDI,GONDI,BALAGHAT,MADHYA PRADESH
GONDI,GONDI,GONDI,BETUL,MADHYA PRADESH
GONDI,GONDI,GONDI,CHHINDWARA,MADHYA PRADESH
GONDI,GONDI,GONDI,DINDORI,MADHYA PRADESH
GONDI,GONDI,GONDI,JABALPUR,MADHYA PRADESH
GONDI,GONDI,GONDI,MANDLA,MADHYA PRADESH
GONDI,GONDI,GONDI,SEONI,MADHYA PRADESH
GUJARATI,GUJARATI,AMDAWADI GUJARATI,AHMADABAD,GUJARAT
GUJARATI,GUJARATI,CHAROTARI,ANAND,GUJARAT
GUJARATI,GUJARATI,CHAROTARI,KHEDA,GUJARAT
GUJARATI,GUJARATI,EASTERN BROACH GUJARATI,BHARUCH,GUJARAT
GUJARATI,GUJARATI,GAMADIA,GANDHINAGAR,GUJARAT
GUJARATI,GUJARATI,GUJARATI,ARAVALLI,GUJARAT
GUJARATI,GUJARATI,GUJARATI,BANAS KANTHA,GUJARAT
GUJARATI,GUJARATI,GUJARATI,SABAR KANTHA,GUJARAT
GUJARATI,GUJARATI,KAKARI,BHARUCH,GUJARAT
GUJARATI,GUJARATI,KAKARI,DANG,GUJARAT
GUJARATI,GUJARATI,KAKARI,NAVSARI,GUJARAT
GUJARATI,GUJARATI,KAKARI,VALSAD,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,AMRELI,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,BHAVNAGAR,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,BOTAD,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,DEVBHUMI DWARKA,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,GIR SOMNATH,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,JAMNAGAR,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,JUNAGADH,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,MORBI,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,PORBANDAR,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,RAJKOT,GUJARAT
GUJARATI,GUJARATI,KATHIYAWADI,SURENDRANAGAR,GUJARAT
GUJARATI,GUJARATI,KHARWA,AMRELI,GUJARAT
GUJARATI,GUJARATI,KHARWA,BHAVNAGAR,GUJARAT
GUJARATI,GUJARATI,KHARWA,GIR SOMNATH,GUJARAT
GUJARATI,GUJARATI,KHARWA,JUNAGADH,GUJARAT
GUJARATI,GUJARATI,MEHSAANI,MAHESANA,GUJARAT
GUJARATI,GUJARATI,PATANI,PATAN,GUJARAT
GUJARATI,GUJARATI,SURATI,SURAT,GUJARAT
GUJARATI,GUJARATI,VADODARI,VADODARA,GUJARAT
HALBI,HALBI,HALBI,BASTAR,CHHATTISGARH
HALBI,HALBI,HALBI,BIJAPUR,CHHATTISGARH
HALBI,HALBI,HALBI,DANTEWADA,CHHATTISGARH
HALBI,HALBI,HALBI,NARAYANPUR,CHHATTISGARH
HALBI,HALBI,HALBI,SUKMA,CHHATTISGARH
HANDURI,HANDURI,HANDURI,BILASPUR,HIMACHAL PRADESH
RAJASTHANI,HARAUTI,HARAUTI,BARAN,RAJASTHAN
RAJASTHANI,HARAUTI,HARAUTI,BUNDI,RAJASTHAN
RAJASTHANI,HARAUTI,HARAUTI,JHALAWAR,RAJASTHAN
RAJASTHANI,HARAUTI,HARAUTI,JHALAWAR,RAJASTHAN
RAJASTHANI,HARAUTI,HARAUTI,KOTA,RAJASTHAN
HARYANVI,HARYANVI,DESARI,ROHTAK,HARYANA
HARYANVI,HARYANVI,DESARI,SONIPAT,HARYANA
HARYANVI,HARYANVI,HARYANVI,CHARKI DADRI,HARYANA
HARYANVI,HARYANVI,HARYANVI,JHAJJAR,HARYANA
HARYANVI,HARYANVI,HARYANVI,JIND,HARYANA
HINDI,HINDI,HINDI,CHANDIGARH,CHANDIGARH
HINDI,HINDI,HINDI,DELHI_TOTAL,DELHI
HINDI,HINDI,HINDI,CHANDIGARH,HARYANA
HINDI,HINDI,HINDI,AGAR MALWA,MADHYA PRADESH
HINDI,HINDI,HINDI,HOSHANGABAD,MADHYA PRADESH
HINDI,HINDI,HINDI,NARSINGHPUR,MADHYA PRADESH
HINDI,HINDI,HINDI,RAISEN,MADHYA PRADESH
HINDI,HINDI,HINDI,SHEOPUR,MADHYA PRADESH
HINDI,HINDI,HINDI,EAST DISTRICT,SIKKIM
